source_id,ll,bb,X_8.125,Y_8.125,X_8.50,Y_8.50,Vlsr
2006033027591006464, 102.90,  -0.83,   3.22,   8.86,   3.22,   9.24, -50.26
2007849180277358848, 103.83,   0.01,   2.84,   8.83,   2.84,   9.20, -66.33
2006044263226439168, 103.32,  -0.97,   3.42,   8.93,   3.42,   9.31, -64.68
2007789359971372416, 104.10,  -0.26,   3.83,   9.09,   3.83,   9.46, -64.10
2007570488441972224, 103.90,  -0.75,   4.98,   9.36,   4.98,   9.73, -56.24
2200459496919358592, 105.54,   1.51,   2.78,   8.90,   2.78,   9.27, -51.25
2200441762994058880, 105.52,   1.29,   3.18,   9.01,   3.18,   9.38, -53.29
2200469495603648128, 105.81,   1.43,   4.22,   9.32,   4.22,   9.69, -51.88
2007597289039287680, 104.58,  -0.75,   3.85,   9.13,   3.85,   9.50, -59.25
2007713046996744448, 104.80,  -0.46,   3.89,   9.15,   3.89,   9.53, -34.43
2200195820289135104, 105.93,   0.65,   3.86,   9.23,   3.86,   9.60, -52.82
2200572540457661440, 106.04,   0.70,   5.02,   9.57,   5.02,   9.94, -63.28
2200898511299054336, 107.12,   1.67,   3.68,   9.26,   3.68,   9.63, -53.24
2006631986545912576, 105.33,  -1.82,   2.25,   8.74,   2.25,   9.12, -12.90
2007015372507488768, 105.92,  -1.75,   3.14,   9.02,   3.14,   9.40, -50.45
2008562591517782016, 107.43,   0.80,   2.89,   9.03,   2.89,   9.41, -50.07
2003598056004201600, 105.82,  -3.55,   3.53,   9.13,   3.53,   9.50, -61.08
2008226965594506368, 107.68,  -0.33,   2.92,   9.06,   2.92,   9.43, -59.31
2008302831898259328, 107.89,   0.05,   3.64,   9.30,   3.64,   9.67, -57.35
2014593550230928896, 108.43,   0.89,   2.42,   8.93,   2.42,   9.31, -45.06
2007164253254258048, 107.21,  -1.64,   3.46,   9.20,   3.46,   9.57, -54.05
2207084191912346880, 109.18,   2.16,   2.63,   9.04,   2.63,   9.42, -58.71
2206826700034196480, 109.22,   1.60,   2.86,   9.12,   2.86,   9.50, -53.50
2014636534263938816, 109.09,   1.12,   2.62,   9.03,   2.62,   9.41, -59.46
2014636671703465600, 109.13,   1.13,   2.36,   8.94,   2.36,   9.32, -59.45
2014636431182968704, 109.14,   1.11,   2.72,   9.07,   2.72,   9.44, -56.07
2014635606551385728, 109.14,   1.09,   2.43,   8.97,   2.43,   9.34, -64.71
1985889115564260224, 104.59,  -9.00,   0.67,   8.30,   0.67,   8.67,  -4.08
2013402229386855296, 108.39,  -1.05,   3.47,   9.28,   3.47,   9.65, -58.16
2009845515433724032, 108.29,  -2.73,   4.46,   9.60,   4.46,   9.97, -84.05
2014698686730214400, 109.98,   0.98,   3.51,   9.40,   3.51,   9.78, -60.65
2208507303557446912, 111.60,   3.65,   3.96,   9.69,   3.96,  10.07, -44.62
2014823245082412032, 110.51,   0.57,   2.43,   9.03,   2.43,   9.41, -29.79
2014800361496904960, 110.43,   0.25,   2.56,   9.08,   2.56,   9.45, -58.92
2014856951986412672, 111.06,   0.73,   2.50,   9.09,   2.50,   9.46, -35.67
2013715315321174528, 110.82,  -0.94,   2.66,   9.14,   2.66,   9.51, -47.63
2014003971482395392, 111.16,  -0.11,   2.32,   9.02,   2.32,   9.40, -68.39
2014166080730822656, 111.44,   0.23,   2.33,   9.04,   2.33,   9.41, -64.76
2010713133182029312, 110.98,  -1.10,   2.10,   8.93,   2.10,   9.31, -47.18
2015232710086207104, 112.11,   1.50,   2.26,   9.04,   2.26,   9.42, -58.55
2014120210478612992, 111.66,   0.19,   3.01,   9.32,   3.01,   9.70, -56.74
2010510135844872320, 110.97,  -1.99,   2.49,   9.08,   2.49,   9.45, -67.71
2013845298214785152, 111.63,  -0.54,   2.38,   9.07,   2.38,   9.44, -58.57
2010457973461961344, 111.05,  -2.16,   3.16,   9.34,   3.16,   9.72, -45.69
2015270437079448448, 112.61,   1.73,   0.90,   8.50,   0.90,   8.87, -21.70
2010561709812955264, 111.79,  -1.63,   2.57,   9.15,   2.57,   9.53, -57.74
2010855863536530560, 112.27,  -0.71,   2.68,   9.22,   2.68,   9.60, -55.50
2015457560221745536, 112.78,   0.21,   2.33,   9.10,   2.33,   9.48, -38.22
2012348313131831296, 112.65,  -0.78,   1.52,   8.76,   1.52,   9.13, -19.47
2012303576751887488, 113.02,  -1.02,   2.99,   9.40,   2.99,   9.77, -57.02
2010886718578724992, 112.34,  -3.22,   2.92,   9.32,   2.92,   9.70, -47.17
2012302958276620160, 113.08,  -1.06,   2.76,   9.30,   2.76,   9.67, -62.39
2015706908839911424, 113.67,   0.71,   1.71,   8.88,   1.71,   9.25, -18.95
2015595652006734592, 113.78,   0.51,   2.60,   9.27,   2.60,   9.65, -42.58
2011021580551301248, 113.10,  -2.83,   2.39,   9.14,   2.39,   9.52, -57.38
2011299653913962624, 113.35,  -2.18,   3.95,   9.83,   3.95,  10.20, -60.06
2012161499230992896, 114.09,  -1.41,   2.54,   9.26,   2.54,   9.64, -54.72
2012859963999694848, 115.06,  -0.05,   2.34,   9.22,   2.34,   9.60, -46.04
2015959246757882368, 115.38,   0.45,   3.45,   9.76,   3.45,  10.13, -62.19
2015981546227762304, 115.52,   0.74,   2.16,   9.15,   2.16,   9.53, -52.74
2011736950305033728, 114.95,  -1.78,   2.68,   9.37,   2.68,   9.75, -68.01
2011841472630791296, 115.60,  -0.89,   2.67,   9.40,   2.67,   9.78, -57.25
2012779287335531008, 115.84,  -0.16,   2.64,   9.40,   2.64,   9.78, -46.98
2012987777923448832, 116.02,   0.21,   2.48,   9.33,   2.48,   9.71, -62.30
2011915724030139136, 115.90,  -1.07,   2.10,   9.14,   2.10,   9.52, -54.06
2016431968037829760, 116.74,   2.07,   2.28,   9.28,   2.28,   9.65, -51.12
2012799353424664448, 116.59,  -0.01,   2.91,   9.58,   2.91,   9.96, -49.33
5260177705937370880, -80.09,   0.26,  -5.82,   7.11,  -5.82,   7.48,  38.65
5260177671577667968, -80.09,   0.30,  -6.18,   7.04,  -6.18,   7.42,  38.38
5356397274150705920, -80.18,   2.09,  -1.89,   7.80,  -1.89,   8.17,   6.94
4070129060958537728,   5.91,   1.23,   0.22,   6.03,   0.22,   6.40,  -8.28
4097667291696788352,  14.37,   0.44,   0.58,   5.88,   0.58,   6.25,  40.42
4097229720428952448,  13.30,  -0.53,   0.44,   6.25,   0.44,   6.63,  32.68
4146162626429996544,  15.59,   0.16,   0.48,   6.41,   0.48,   6.78,   3.19
2030588798738484224,  67.90,  -0.37,   2.12,   7.26,   2.12,   7.64,  19.15
2055722535036376832,  72.15,   0.29,   3.37,   7.04,   3.37,   7.42, -10.68
2066121539892073856,  80.96,  -0.53,   1.18,   7.94,   1.18,   8.31,  -6.27
2013630378050340480, 109.58,  -0.19,   2.28,   8.94,   2.28,   9.31, -53.57
2012350409075867136, 112.76,  -0.75,   2.20,   9.05,   2.20,   9.43, -60.30
2162696838801402624,  86.59,  -0.77,   5.19,   7.82,   5.19,   8.19, -49.23
2162838224802765312,  87.64,  -0.65,   4.78,   7.93,   4.78,   8.30, -49.78
5255557489361493504, -75.95,  -1.12,  -3.29,   7.30,  -3.29,   7.68,  -0.30
4093888820012699776,   9.80,  -1.33,   0.25,   6.69,   0.25,   7.06,   7.84
5940602264810935296, -25.49,  -0.91,  -1.32,   5.36,  -1.32,   5.74, -32.35
3371386878815821824,-165.55,   4.52,  -0.83,  11.35,  -0.83,  11.72,  23.24
5865178545956998272, -53.53,  -0.79,  -3.30,   5.69,  -3.30,   6.06, -40.81
4066271286955813120,   7.03,  -2.30,   0.18,   6.67,   0.18,   7.05,  -1.24
3030313424084918528,-129.95,   2.79,  -3.75,  11.26,  -3.75,  11.64,  72.23
6054417592496091520, -61.38,  -0.32,  -3.61,   6.15,  -3.61,   6.53, -36.06
2057885446186660992,  75.47,  -0.22,   2.97,   7.36,   2.97,   7.73,   3.48
2034031438383765760,  68.39,   1.93,   3.19,   6.86,   3.19,   7.24,  18.83
5966134707191684608, -13.77,  -0.13,  -0.65,   5.49,  -0.65,   5.87, -18.32
5964587629936987264, -17.68,  -0.37,  -0.54,   6.44,  -0.54,   6.82, -15.07
4280063935601354752,  34.05,   4.59,   2.59,   4.30,   2.59,   4.67,  68.62
5967949038813123328, -17.51,   1.62,  -0.86,   5.39,  -0.86,   5.76, -31.51
2166846155161277568,  87.53,   1.43,   3.94,   7.95,   3.94,   8.33, -40.11
4350721267200216576,   7.44,  26.22,   0.39,   5.17,   0.39,   5.54, -65.50
5641052313347740928,-105.72,   7.20,  -3.78,   9.19,  -3.78,   9.56, 129.59
3428621063247110912,-176.38,  -1.87,  -0.24,  11.88,  -0.24,  12.25,  -0.58
188771685339363968, 167.66,   1.59,   0.82,  11.86,   0.82,  12.23, -26.23
190662845337400448, 169.54,   2.28,   0.51,  10.87,   0.51,  11.25,  -6.00
193759448038963328, 168.58,   2.22,   0.62,  11.21,   0.62,  11.58, -32.57
194269037318697600, 168.43,   4.50,   0.22,   9.21,   0.22,   9.59,  -1.00
201129062165161856, 165.83,   1.30,   1.27,  13.14,   1.27,  13.51,  -9.54
203352549552907520, 162.84,  -2.71,   0.93,  11.13,   0.93,  11.51, -17.21
204904441495559936, 160.36,  -0.40,   0.96,  10.82,   0.96,  11.19,  -7.63
275141072484340096, 149.83,   1.28,   2.65,  12.69,   2.65,  13.06, -56.35
276096479368051968, 149.32,   2.18,   1.84,  11.22,   1.84,  11.60, -47.35
276152485739380992, 148.66,   1.02,   2.03,  11.45,   2.03,  11.83, -24.11
400690731841384448, 128.80, -12.43,   3.28,  10.76,   3.28,  11.14, -17.57
486404397739726976, 141.84,   4.26,   1.86,  10.49,   1.86,  10.86, -47.62
511899632838645376, 130.44,   1.28,   4.82,  12.23,   4.82,  12.61, -64.02
521775545064975232, 128.43,   8.03,   0.75,   8.72,   0.75,   9.09,  -8.48
522844893145400448, 124.57,  -0.69,   2.91,  10.13,   2.91,  10.51, -77.65
526948133099893888, 121.46,   1.07,   2.73,   9.79,   2.73,  10.17, -51.14
548162282239526784, 131.11,  15.14,   1.10,   9.09,   1.10,   9.46, -11.44
956367725082232192, 173.98,  10.91,   0.22,  10.25,   0.22,  10.63, -15.77
1826010607256116608,  56.64,  -0.40,   2.93,   6.20,   2.93,   6.57,  35.90
1979832245300519936,  96.26,  -2.98,   5.55,   8.73,   5.55,   9.11, -73.96
2004607270247702272, 100.72,  -2.28,   3.53,   8.79,   3.53,   9.17, -53.10
2005017078845789824, 101.33,  -2.20,   3.36,   8.80,   3.36,   9.17, -60.68
2006764065381726976, 104.08,  -1.32,   3.38,   8.97,   3.38,   9.35, -56.59
2020315924162191616,  59.69,   0.36,   2.61,   6.60,   2.61,   6.97,  37.34
2020784591010935808,  60.35,   0.57,   3.08,   6.37,   3.08,   6.74,  26.35
2021002706645745408,  58.93,   1.37,   2.16,   6.82,   2.16,   7.20,  30.73
2028450454788666624,  64.91,  -0.12,   3.01,   6.71,   3.01,   7.09,  15.90
2029837351257129984,  68.24,  -1.04,   2.36,   7.18,   2.36,   7.56,  12.75
2030125182798919808,  66.41,   0.38,   4.41,   6.20,   4.41,   6.57, -19.06
2030581720632894976,  67.72,  -0.34,   2.32,   7.17,   2.32,   7.55,  21.58
2030656968463025408,  67.94,   0.19,   3.20,   6.83,   3.20,   7.20,  11.30
2030950297558774400,  68.57,   0.59,   3.07,   6.92,   3.07,   7.29,   9.61
2033997868915246208,  68.76,   1.40,   2.15,   7.29,   2.15,   7.66,   3.54
2035511754650844160,  70.20,   3.97,   3.17,   6.98,   3.17,   7.36,  13.08
2055232943111894528,  71.21,   0.00,   3.25,   7.02,   3.25,   7.39,   0.61
2055270120350142592,  70.94,   0.36,   3.44,   6.93,   3.44,   7.31,  13.36
2057594895938796288,  75.35,  -1.36,   1.89,   7.63,   1.89,   8.01,  11.08
2058934552105076480,  73.19,   1.09,   3.99,   6.92,   3.99,   7.29,  -5.79
2058965063554947584,  73.59,   1.03,   4.07,   6.93,   4.07,   7.30,   9.72
2059040964213548800,  72.96,   1.58,   3.23,   7.14,   3.23,   7.51,   4.73
2059183076091630208,  73.51,   1.62,   1.90,   7.56,   1.90,   7.94,  -0.75
2060119928731205248,  72.75,   3.38,   3.11,   7.16,   3.11,   7.53,   9.69
2063793465758575104,  76.88,  -1.15,   3.21,   7.38,   3.21,   7.75,   1.61
2067654710077245824,  79.00,   1.73,   1.95,   7.74,   1.95,   8.12,  -0.36
2067681579393100416,  79.29,   1.78,   2.11,   7.73,   2.11,   8.10,   0.00
2067754903072857600,  79.75,   0.49,   1.47,   7.86,   1.47,   8.23,  12.75
2067993909412977152,  81.20,   1.33,   1.44,   7.90,   1.44,   8.28,  -5.46
2069266933424570240,  81.19,   3.35,   4.20,   7.47,   4.20,   7.85,   7.66
2070035668146861952,  83.90,   1.19,   3.10,   7.79,   3.10,   8.17,  -8.10
2070149433243897728,  84.47,   1.10,   1.97,   7.93,   1.97,   8.31, -18.61
2070514952149215488,  84.94,   2.56,   2.49,   7.90,   2.49,   8.28, -18.33
2162543903598042752,  87.41,  -1.74,   3.48,   7.97,   3.48,   8.34, -45.40
2163021327848465024,  85.55,  -0.51,   4.83,   7.75,   4.83,   8.12, -46.76
2164329166896781312,  88.76,  -0.84,   5.90,   8.00,   5.90,   8.37, -47.54
2164383970682615168,  88.88,  -0.60,   4.65,   8.03,   4.65,   8.41, -46.81
2164394209884324352,  88.73,  -0.53,   3.97,   8.04,   3.97,   8.41, -47.23
2173299429418352384,  95.99,   0.07,   4.59,   8.61,   4.59,   8.98, -55.53
2173946423290768128,  98.61,   0.53,   2.39,   8.49,   2.39,   8.86, -41.52
2175047167557780608,  98.32,   2.41,   5.83,   8.98,   5.83,   9.35, -73.24
